gage_ID,area_norm_yield_mm,drain_sqkm,accumulated_nid_storage,power_sum_mw,forestnlcd06,plantnlcd06,waternlcd06,snowicenlcd06,impnlcd06,elev_mean_m_basin,slope_pct,awcave,permave,topwet,precip_seas_ind,depth_bedrock_m,porosity,storage_m,region,CLASS,dec_lat_va,dec_long_va,freshw_withdrawal,pct_irrig_ag,power_num_pts,devnlcd06,clayave,siltave,sandave,annualfractionnoflow,zeroflowfirst,peak2z_length,p_mm_cy,p_mm_amj,p_mm_jas,p_mm_ond,p_mm_jfm,pet_mm_cy,pet_mm_amj,pet_mm_jas,pet_mm_ond,pet_mm_jfm,T_max_c_cy,T_max_c_amj,T_max_c_jas,T_max_c_ond,T_max_c_jfm,T_min_c_cy,T_min_c_amj,T_min_c_jas,T_min_c_ond,T_min_c_jfm,pcumdist10days,pcumdist50days,pcumdist90days,swe_mm_cy,swe_mm_amj,swe_mm_jas,swe_mm_ond,swe_mm_jfm,srad_wm2_cy,srad_wm2_amj,srad_wm2_jas,srad_wm2_ond,srad_wm2_jfm
6479438,31.17917921,951.9,0,0,0.48,52.14,4.31,0,0.3,563.0004,1.01937,0.17,1.99,13.24593,0.394,57.41286568,0.168934415,9.699008892,North Great Plains,Ref,45.0060753,-97.1650756,5.1,1.35,0,4.15,25.64,52.4,21.95,0.013118890842105263,229.875,52.80555555555556,596.7894736842105,224.47368421052633,226.6315789473684,86.5,59.18421052631579,987.0263157894736,377.94736842105266,417.8421052631579,106.65789473684211,84.57894736842105,12.129341149631578,19.420069405263156,25.59370709394737,4.568506865026316,-1.2435682154473684,0.38504044184210523,6.628224407236842,12.816533180526315,-6.088072082394737,-11.98675277981579,37.8421052631579,116.92105263157895,270.89473684210526,56.729729729729726,18.63888888888889,0,24.11111111111111,52.77777777777778,170.51594666842107,238.70676691578947,232.73255149210527,89.64502288315789,120.76893194210527
11379500,369.885582,239.7,0,0,36.44,0,0.01,0,0.11,912.2444,26.23961,0.11,1.41,9.962036,0.549,2.495608375,0.106684909,0.266243752,Mediterranean California,Non-ref,40.02376507,-122.5119462,74.3,0,0,3.41,28.11,46.26,25.63,0.013327305421052631,123.28571428571429,52.8,917.9473684210526,124.42105263157895,20.36842105263158,327.60526315789474,445.55263157894734,1351.578947368421,464.2105263157895,543.1052631578947,174.60526315789474,169.6578947368421,19.682152895,22.12293233105263,29.994736841842105,14.661298627631579,11.824618597736842,8.184946950657894,9.701821862578948,15.794250571842106,4.802231121263158,2.3457470599473687,104.28947368421052,276.42105263157896,338.60526315789474,61.54054054054054,19.083333333333332,0,22.305555555555557,57.47222222222222,212.64075883421052,302.6208791157895,296.0140160263158,116.85526315605263,134.55198895
8198500,49.91960989,624.3,0.904487408,0,44.78,3.37,0.06,0,0.21,496.6843,10.49453,0.11,0.63,11.71506,0.182,10.53419943,0.104604999,1.10192992,South Great Plains,Ref,29.31430556,-99.4804722,8.9,19.34,0,2.98,43.16,45.76,11.08,0.013392902868421054,84,58.75,808.921052631579,261.7105263157895,221.47368421052633,181.8684210526316,143.8684210526316,1720.4473684210527,539.5,588.5,288.4736842105263,303.9736842105263,26.08084344894737,29.751821862105263,33.37153890236842,21.603461098947367,19.50905051105263,12.161876538157895,16.42423366131579,19.967219679210526,7.5523455375,4.604713707342105,42.8421052631579,148,304.63157894736844,1.4324324324324325,0,0,0.027777777777777776,1.4444444444444444,206.30946098947368,255.23163679473683,266.64216248157896,144.89988558157896,158.0638390842105
10352500,45.54585883,582.9,0,0,0.5,0,0,0,0.05,1792.839,14.07754,0.11,1.04,10.83168,0.316,33.36597755,0.127812202,4.264579051,Western Desert,Non-ref,41.9665572,-117.831812,28.1,0,0,0,34.65,37.49,27.86,0.013401836567567568,129,50.5,442.9736842105263,105.28947368421052,31.894736842105264,150.81578947368422,154.97368421052633,1198.7105263157894,402.55263157894734,517.3421052631579,142.76315789473685,136.05263157894737,14.20800052,17.142307692105263,25.988072082368422,8.015331807973684,5.551513398842105,2.3439361007105264,4.108386350473684,11.05091533136842,-1.8825228832894738,-4.003680354631579,38.86842105263158,240.78947368421052,335.86842105263156,97.32432432432432,37.97222222222222,0.1388888888888889,52.916666666666664,95.36111111111111,197.7643957736842,284.6023713131579,277.2082379868421,105.13443935947369,123.63305699736841
1382500,325.3848454,164.1,482.4989994,0,72.1,0.55,5.59,0,0.7,317.1895,8.350098,0.08,2.24,11.54311,0.04,13.59338477,0.074618903,1.014323459,Eastern Forests,Non-ref,41.0183333,-74.4011111,302.3,0,0,5.73,9.66,41.45,48.89,0.013541218857142857,92.75,10.333333333333334,1283.342105263158,337.57894736842104,348.6578947368421,314.60526315789474,282.5,1027.9473684210527,366.57894736842104,377.55263157894734,145.6578947368421,138.1578947368421,15.121265755,20.312868710263157,25.874199085,10.044107551710526,4.098928089473684,3.7304650521842104,8.037044534447368,13.585726544736842,-0.426372997631579,-6.4225036951842105,37.5,171,321.55263157894734,79.43243243243244,17.72222222222222,0,22.416666666666668,77.36111111111111,172.1777390394737,235.50144592105264,229.63443935,102.56721967657894,120.70886511578948
2212600,250.4103222,188,16.02573188,0,83.31,1.82,0.53,0,0.14,159.5449,4.767578,0.13,1.85,13.15041,0.078,12.89650896,0.01,0.128965087,Eastern Forests,Ref,33.0998535,-83.7235104,4,0,0,3.75,33.87,30.36,35.77,0.013757726894736842,142.66666666666666,37.1,1178.0263157894738,254.21052631578948,310.6578947368421,270.92105263157896,342.2368421052632,1371.2894736842106,462.0263157894737,447.07894736842104,222.5,239.68421052631578,24.175124811578947,28.411769809210526,31.82073798605263,19.599599542105263,16.772444252105263,10.7311387555,14.364488143421053,19.497454232894736,5.990732265473684,2.9629291176842103,48.68421052631579,191.94736842105263,332.55263157894734,3.135135135135135,0,0,0.1111111111111111,3.111111111111111,200.17983992894736,265.90630421842104,240.63787185,139.2783180736842,154.7400102842105
7230500,123.2967605,1197.9,535.434803,0,43.67,7.01,2.87,0,2.33,338.3094,3.142814,0.15,2.13,12.5924,0.153,27.05501747,0.232655896,6.294509322,South Great Plains,Non-ref,35.17257416,-96.9319662,22.9,0.14,0,11.61,26.15,35.86,37.98,0.013840068394736841,126.5,32.270833333333336,972.2631578947369,349.86842105263156,249.55263157894737,206.02631578947367,166.81578947368422,1550.6315789473683,499.2105263157895,568.3684210526316,240.1315789473684,242.92105263157896,22.725377548947368,27.15263157842105,32.81092677368421,16.95429061736842,13.860499645526316,10.003804413342106,14.74647194868421,19.932122426052633,4.374199084657895,0.8379332947631579,34.26315789473684,143.73684210526315,317.2631578947368,10.135135135135135,0,0,3.9722222222222223,9.944444444444445,197.77711891842105,258.52486986842104,259.6121281473684,128.76258581578946,143.82834650789474
7238000,3.801150848,32451,38.74901095,320,0.5,30.14,0.15,0,0.38,986.6328,1.158657,0.14,2.46,12.83764,0.355,32.3044369,0.222874553,7.199836949,South Great Plains,Non-ref,36.18337277,-98.9212057,56.3,1.07,6,3.95,27.04,40.81,32.15,0.01390211994736842,146,54.904761904761905,492.9736842105263,182.68421052631578,174.57894736842104,76.57894736842105,59.13157894736842,1651.921052631579,558.0263157894736,602.1315789473684,247.23684210526315,244.52631578947367,21.62413968894737,26.33554077473684,31.858695651842105,15.515617849736842,12.664691857736843,5.631075048894737,10.190254482657895,16.306578947105262,-0.37960526321052634,-3.722938757263158,38.89473684210526,123.86842105263158,283.1842105263158,13.513513513513514,0.7222222222222222,0.027777777777777776,6.333333333333333,11.61111111111111,209.38433936052633,281.1148062342105,267.5992563,134.26229977368422,154.28303450789474
6449000,70.39729609,373.8,111.281779,0,0.06,11.88,3.38,0,0.29,968.2642,1.753761,0.11,9.11,13.35167,0.422,103.1813457,0.200487029,20.68652144,North Great Plains,Non-ref,43.1459166,-101.5128713,4,0.64,0,1.52,10.49,24.1,65.41,0.013979733710526316,122.18181818181819,42.29761904761905,488.3421052631579,223.3684210526316,150.78947368421052,64.42105263157895,49.76315789473684,1258.7631578947369,425.7368421052632,517.4736842105264,166.1315789473684,149.42105263157896,16.33619125263158,21.235106998157896,28.859467963421054,9.328718535552632,5.770869802736842,1.3153736885789473,5.925245806736842,12.288787186578947,-4.977002288368421,-8.106607223078948,30.289473684210527,104.86842105263158,277.60526315789474,23.83783783783784,9.666666666666666,0.1111111111111111,14.944444444444445,21.72222222222222,181.92349352368421,249.42943897894736,252.23169336578948,102.05263157473685,123.59252297105263
7342500,252.8971152,1356.4,733.7553984,0,14.54,38.63,4.37,0,0.61,164.5383,0.9398179,0.16,0.6,12.95758,0.018,11.48965805,0.163740268,1.881319687,South Great Plains,Non-ref,33.356499,-95.5949562,60.4,0.25,0,5.17,48.24,40.72,11.04,0.01398288555263158,124.55555555555556,22.883333333333333,1131.3684210526317,337.55263157894734,208.76315789473685,320.94736842105266,264.10526315789474,1508.657894736842,479.63157894736844,552.8157894736842,240.55263157894737,235.6578947368421,24.107936616578947,28.059080393421052,33.600858123421055,18.992133866842106,15.659799498421053,11.5797835685,15.920821284473684,20.788272311578947,6.349342105368421,3.1459944733421055,38.28947368421053,183.57894736842104,329.05263157894734,4.72972972972973,0,0,1.8611111111111112,3.9444444444444446,198.87382565263158,259.91642568157897,258.21510296842104,132.18878718157896,144.79150761842106
5502000,285.7144855,78.7,221.7003068,0,13.06,74.9,0.36,0,1.79,204.481,2.483809,0.18,0.78,12.52672,0.153,23.74857368,0.059999999,1.424914389,Eastern Forests,Non-ref,39.67819444,-91.4095556,6.7,0,0,8.61,33.2,60.99,5.81,0.01398367352631579,125,17.633333333333333,1003.1315789473684,329.89473684210526,292.39473684210526,217.39473684210526,163.44736842105263,1155.6315789473683,406.2105263157895,439.55263157894734,162.81578947368422,147.05263157894737,17.621758305789474,23.504684788421052,28.962614416578948,11.439559496,6.429077501263158,6.3425422247105265,11.798611915342105,16.910154462631578,0.7442791761578947,-4.226694621210526,34.21052631578947,144.97368421052633,310.60526315789474,24.783783783783782,0.4722222222222222,0,9.61111111111111,24.805555555555557,177.37763719210525,240.04742626578948,242.9425057236842,104.53232265894736,121.60433133157895
6477000,19.07954845,47157.4,12.685218,337.2,0.41,67.5,3.97,0,0.33,473.83,0.7372892,0.17,1.57,13.82473,0.398,50.53833953,0.156520556,7.910289008,North Great Plains,Non-ref,43.9738721,-98.070916,1.9,1.19,11,3.9,26.01,47.9,26.09,0.013987022342105263,106.25,158.66666666666666,521.8157894736842,207.8684210526316,191.18421052631578,72.63157894736842,50.13157894736842,1009.6578947368421,386.2631578947368,432.92105263157896,105.63157894736842,84.84210526315789,12.746442925789474,20.059947947105265,26.612728832894735,5.034782608631579,-0.9059639482894737,0.10056880631578945,6.400260266052632,12.43040617886842,-6.476802059421052,-12.118460252763159,36.89473684210526,112.1842105263158,269.3157894736842,42.86486486486486,13.25,0,20.333333333333332,40.47222222222222,171.1688455605263,242.5020242894737,234.1189931368421,88.04519450789473,119.80108926578947
9510000,30.14401216,15081,39.81538654,0,40.24,0.15,0.1,0,0.51,1618.023,12.08823,0.12,2.31,11.29295,0.109,30.66494553,0.138142939,4.236145689,Western Mountains,Non-ref,33.80837509,-111.6634729,7.3,0,4,1.94,28.4,33.47,38.13,0.014263201236842105,132.66666666666666,7.75,465.1842105263158,40.6578947368421,173.89473684210526,107.71052631578948,142.92105263157896,1637.342105263158,597.7631578947369,544.1052631578947,250.21052631578948,245.26315789473685,21.517028300789473,25.563562752105263,30.43343821526316,16.309067505,13.654049547368421,4.654846013578948,6.677125506052632,13.440217392105263,0.37645881013157895,-1.9795398753157896,85.42105263157895,200.39473684210526,324.1578947368421,30.135135135135137,7.777777777777778,0,12.777777777777779,28.97222222222222,225.05193147368422,315.26836321842103,260.6112700236842,154.0975400368421,170.15121779210526
6108000,22.96338332,3229.3,64.03332851,0,9.4,36.07,0.23,0,0.31,1361.957,2.215386,0.13,1.31,12.30338,0.231,31.08929194,0.15859321,4.930550595,North Great Plains,Non-ref,47.930325,-111.5529417,128.2,6.07,0,1.29,27.64,47.28,25.08,0.01433116247368421,118.875,36.875,436.7368421052632,174.21052631578948,106.92105263157895,79.13157894736842,76.47368421052632,1073.842105263158,363.7894736842105,438.44736842105266,139.6315789473684,131.97368421052633,12.629711273157895,16.64343551263158,23.80740846710526,6.138787185289473,3.802263029289474,-1.082835482473684,2.4197802197368423,7.353489702526316,-5.644651029789474,-8.56649444131579,35.81578947368421,131.5,314.55263157894734,80.94594594594595,66.52777777777777,2.1666666666666665,34,69.5,168.36217846578947,246.36784268421053,241.93935926842104,79.73512585789474,105.04127626894737
6479525,32.5485187,2466.5,0.050489312,67.5,0.44,53.14,7.38,0,0.73,555.4045,1.20143,0.17,1.85,13.22133,0.393,59.83472792,0.17081509,10.22067444,North Great Plains,Non-ref,44.7315478,-97.0446518,5.2,2.19,1,5.39,26.13,53.02,20.86,0.014562821842105264,256.6,67.4,592.6052631578947,225.97368421052633,223.07894736842104,85.60526315789474,57.94736842105263,987.6842105263158,376.7631578947368,417.39473684210526,107.1842105263158,86.34210526315789,12.205052635736841,19.43701561605263,25.631321511052633,4.682465675052631,-1.1086925647105264,0.46957562613157894,6.7137651821578945,12.871481693421053,-6.012728832842106,-11.863669750789473,37.578947368421055,116.84210526315789,271.1578947368421,54.351351351351354,17.444444444444443,0,23.666666666666668,50.861111111111114,170.6184239973684,237.88114516842106,233.0901029763158,90.29233409631578,120.991649
6426500,4.636181835,4378.5,5.473534375,766.7,0.69,1.01,0.03,0,0.56,1437.05,4.064841,0.16,1.96,13.10345,0.342,30.13231207,0.18541598,5.587012178,North Great Plains,Non-ref,44.32192645,-104.9405313,10.1,0.46,9,1.55,25.69,39.92,34.39,0.014578549193548387,125.44444444444444,21.5,367.2894736842105,165.81578947368422,96.1842105263158,57.026315789473685,48.26315789473684,1152.7105263157894,390.5263157894737,490.05263157894734,140.44736842105263,131.68421052631578,14.735769873157896,19.030133025789475,27.621281464736843,7.641132723157895,4.499616348631579,0.1688244077631579,4.073886639631579,10.440074370894736,-5.668907322657895,-8.290123064210526,30.657894736842106,109.57894736842105,299.7105263157895,23.56756756756757,10.416666666666666,0.3611111111111111,15.305555555555555,19.916666666666668,182.34456683421053,256.1090225578947,254.6384439394737,96.95108695657895,121.31167341578947
