predictor,ImpCondPerm
dams_n,0.0018522375237773384
majordams_n,9.174405122982758e-4
wuse_mm,4.32338278000783e-4
irrig_prc,5.807403097740077e-4
lulc_water_prc,0.0010476639837018083
lulc_dev_prc,0.0018053421292766126
lulc_wetland_prc,6.459731029022551e-4
lulc_forest_prc,0.002146548970552333
lulc_barren_prc,5.528199349617477e-4
lulc_grass_prc,9.447291347544078e-4
lulc_ag_prc,8.072677898549441e-4
drain_sqkm,0.0014916573554898582
elev_mean_m_basin,0.0016635812798215595
slope_pct,9.549765122697704e-4
awcave,0.001785514833693122
permave,0.0017468078823619255
topwet,0.0015850984293640134
depth_bedrock_m,0.002058522495098465
porosity,0.003459330417918931
clayave,0.004150978394271794
siltave,0.0014698275777142345
p_mm_ond,8.537116552209575e-4
pet_mm_cy,8.404735778184776e-4
pet_mm_jas,3.248780439629985e-4
pet_mm_jfm,2.3891094387345227e-4
pet_mm_amj,0.00133037860591619
T_max_c_cy,4.113317198555746e-5
T_max_c_jas,-1.6078959506191534e-6
swe_mm_cy,6.218190099105396e-4
swe_mm_ond,-9.235582359808172e-5
p.pet_cy,0.003841321769770645
swe.p_cy,6.339378473741019e-5
p.pet_jfm,-7.068093032369815e-5
swe.p_jfm,-4.3435678482428634e-4
p.pet_amj,0.0018301187434941108
swe.p_amj,-1.0903978917951237e-4
p.pet_jas,8.638247042778911e-4
p.pet_ond,5.183727182578724e-4
swe.p_ond,4.904455426552783e-4
p_mm_ond.previous,7.918437082795256e-4
pet_mm_jas.previous,4.353570238009839e-4
pet_mm_jfm.previous,3.367031677504988e-4
pet_mm_amj.previous,0.0012633879422035345
swe_mm_ond.previous,6.836375234593478e-4
swe_mm_jfm.previous,2.539002104366045e-4
p.pet_cy.previous,0.0019411963797445592
swe.p_cy.previous,2.0880486877443625e-4
p.pet_jfm.previous,5.187181681473964e-4
swe.p_jfm.previous,7.237578196796023e-5
p.pet_amj.previous,8.973683779203506e-4
swe.p_amj.previous,2.9817441709007684e-4
p.pet_jas.previous,4.885731328227992e-4
p.pet_ond.previous,9.124515630766543e-4
swe.p_ond.previous,8.957464065333098e-5
