predictor,ImpCondPerm
dams_n,289.94736187946165
majordams_n,468.9562420103176
wuse_mm,188.0759281423402
irrig_prc,304.0475587789425
lulc_water_prc,242.446648364951
lulc_dev_prc,90.73980480270367
lulc_wetland_prc,296.08033596092645
lulc_forest_prc,1030.8523942071477
lulc_barren_prc,294.2080531376243
lulc_grass_prc,614.659055951581
lulc_ag_prc,395.1786403781338
drain_sqkm,804.9943181615325
elev_mean_m_basin,341.8617068284121
slope_pct,298.55062009555934
awcave,270.3197513649913
permave,475.80526996905536
topwet,250.44801511560513
depth_bedrock_m,570.6061496079184
porosity,305.041362497995
clayave,242.09896176745949
siltave,586.09271907453
p_mm_ond,78.82085089464476
p_mm_jfm,49.95040803769641
pet_mm_cy,219.78482890119162
pet_mm_jas,88.85949599528345
pet_mm_ond,155.970598215897
pet_mm_amj,277.20524952800315
T_max_c_cy,198.55917098415378
T_max_c_jas,209.1661853493985
swe_mm_cy,47.438088327976274
swe_mm_ond,7.147980722848947
p.pet_cy,199.26552357242147
swe.p_cy,79.05422341399286
p.pet_jfm,33.25606903671022
swe.p_jfm,95.69976226218789
p.pet_amj,256.3997877402465
swe.p_amj,251.17533780091944
p.pet_jas,75.8738991609569
p.pet_ond,16.778156668966403
swe.p_ond,81.72537035125141
p_mm_jas.previous,81.16535577213929
p_mm_ond.previous,234.73020107778152
p_mm_jfm.previous,143.05069272188797
p_mm_amj.previous,110.57300293865404
pet_mm_jas.previous,122.30205655821959
pet_mm_ond.previous,156.29667430490522
pet_mm_amj.previous,270.1765529105191
swe_mm_ond.previous,67.260006607176
swe_mm_jfm.previous,103.82689000839379
p.pet_cy.previous,615.2297132863223
swe.p_cy.previous,145.67149066355054
p.pet_jfm.previous,181.97323275356842
swe.p_jfm.previous,78.30404505235865
swe.p_amj.previous,190.04678504379285
p.pet_ond.previous,55.92045425136808
swe.p_ond.previous,90.10110174688776
