predictor,ImpCondPerm
dams_n,44.21823472702281
majordams_n,42.75455673458588
wuse_mm,84.86684543434679
irrig_prc,74.83658542105995
lulc_water_prc,64.49661814462927
lulc_dev_prc,58.2222737492655
lulc_wetland_prc,94.61397702802235
lulc_forest_prc,69.98370733383885
lulc_barren_prc,21.278734859674834
lulc_grass_prc,73.92034258142247
lulc_ag_prc,105.71961024831803
drain_sqkm,107.6365933035407
elev_mean_m_basin,81.84436022154878
slope_pct,58.38897808131449
awcave,168.24585826669173
permave,154.63456800633114
topwet,35.10358266839254
depth_bedrock_m,104.17441639237842
porosity,237.0439599773583
clayave,113.43062404448143
siltave,78.8387813164802
p_mm_ond,6.576938081218373
pet_mm_cy,183.66579769832376
pet_mm_jas,51.45479751569792
pet_mm_jfm,100.45336754391681
pet_mm_amj,220.57938963233522
T_max_c_cy,360.3569065138244
T_max_c_jas,20.77235207547786
swe_mm_cy,57.67357026131582
swe_mm_ond,50.60292315952756
p.pet_cy,10.620293006472153
swe.p_cy,219.69061731721064
p.pet_jfm,17.929386708195175
swe.p_jfm,6.746384159250009
p.pet_amj,-3.214113904270444
swe.p_amj,123.55160575667988
p.pet_jas,30.452452849883855
p.pet_ond,-39.61383751041262
swe.p_ond,46.82457191540685
p_mm_ond.previous,20.136154357916062
pet_mm_jas.previous,49.04787765640623
pet_mm_jfm.previous,135.24132668566298
pet_mm_amj.previous,257.7207223173367
swe_mm_ond.previous,-0.8173807502041655
swe_mm_jfm.previous,71.19388012977927
p.pet_cy.previous,86.71604681914461
swe.p_cy.previous,169.60308661450537
p.pet_jfm.previous,82.18061674672202
swe.p_jfm.previous,41.52846793098191
p.pet_amj.previous,-7.574720538939486
swe.p_amj.previous,152.17554514698375
p.pet_jas.previous,49.52970480573309
p.pet_ond.previous,18.010032912855387
swe.p_ond.previous,32.697174512821675
