predictor,ImpCondPerm
dams_n,111.46747706773664
majordams_n,150.45095280578303
wuse_mm,50.84057604786164
irrig_prc,62.15753869124805
lulc_water_prc,35.441712276292066
lulc_dev_prc,25.664763822926687
lulc_wetland_prc,14.989158166803659
lulc_forest_prc,37.87112332873656
lulc_barren_prc,109.85446647437928
lulc_grass_prc,35.31359707239708
lulc_ag_prc,31.279644910819556
drain_sqkm,154.54760360421542
elev_mean_m_basin,55.17217356958951
slope_pct,32.24498604635993
awcave,65.81790199582453
permave,121.77191375345363
topwet,29.216665157536546
depth_bedrock_m,48.92567016716198
porosity,40.101962216299995
clayave,58.26820679799154
siltave,102.28658007264569
p_mm_ond,16.57578535576038
p_mm_jfm,7.509901635791203
pet_mm_cy,41.806383597906596
pet_mm_jas,67.15442833561286
pet_mm_ond,7.84235543121039
pet_mm_amj,69.57538772915139
T_max_c_cy,21.440738408157944
T_max_c_jas,49.38030355185482
swe_mm_cy,22.858370436362907
swe_mm_ond,15.71463596855532
p.pet_cy,97.98959950327865
swe.p_cy,14.019135523198221
p.pet_jfm,0.8793741929605372
swe.p_jfm,-5.0365666210530815
p.pet_amj,76.80442841275985
swe.p_amj,-0.3048444958087549
p.pet_jas,114.34015091266215
p.pet_ond,32.574062283640224
swe.p_ond,11.578082571046314
p_mm_jas.previous,33.28942048048196
p_mm_ond.previous,37.82985420598162
p_mm_jfm.previous,24.08989141723389
p_mm_amj.previous,28.75538849635323
pet_mm_jas.previous,50.15763958890708
pet_mm_ond.previous,15.651480512830215
pet_mm_amj.previous,21.395422609553567
swe_mm_ond.previous,-3.8132195471095076
swe_mm_jfm.previous,7.114092128254172
p.pet_cy.previous,120.87190143875125
swe.p_cy.previous,3.6318831991240743
p.pet_jfm.previous,29.83909335774604
swe.p_jfm.previous,-1.1524132304303807
swe.p_amj.previous,1.4370601569894679
p.pet_ond.previous,56.85298654493738
swe.p_ond.previous,1.6617980453056767
